x1,x2,x3,x4,x5
1.0,1,5,2,35
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,161
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,89
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,1,1,1
1.0,1,1,2,35
1.0,1,5,1,162
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,92
1.0,0,5,5,1
1.0,0,2,2,1
1.0,3,5,2,8
1.0,0,1,1,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,1,5,166
1.0,1,4,1,167
1.0,3,5,2,62
1.0,2,4,4,138
1.0,2,5,5,168
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,169
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,1,4,5,167
1.0,1,5,2,62
1.0,2,4,4,172
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,173
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,3,5,2,82
1.0,1,5,2,127
1.0,2,2,2,177
1.0,2,5,5,178
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,137
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,3,5,4,35
1.0,2,4,4,177
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,41
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,1,5,10
1.0,1,5,4,62
1.0,2,5,5,64
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,179
1.0,3,3,4,121
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,4,2,127
1.0,1,5,2,162
1.0,2,4,4,137
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,109
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,181
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,3,3,5,99
1.0,1,5,4,135
1.0,2,4,4,182
1.0,2,5,5,148
1.0,0,5,5,1
1.0,0,4,4,1
1.0,1,1,4,62
1.0,1,5,1,135
1.0,0,2,2,1
1.0,0,2,2,1
1.0,3,3,4,10
1.0,1,5,2,117
1.0,2,2,2,183
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,3,5,4,185
1.0,2,5,5,186
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,1,2,127
1.0,1,4,1,133
1.0,3,5,2,162
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,187
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,84
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,123
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,189
1.0,0,4,4,1
1.0,0,5,5,1
1.0,3,5,4,62
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,1,2,4,103
1.0,1,5,2,99
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,2,39
1.0,3,5,3,70
1.0,2,2,2,190
1.0,2,5,5,177
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,40
1.0,3,5,3,147
1.0,2,5,5,191
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,76
1.0,3,5,2,66
1.0,2,5,5,171
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,23
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,1,5,4,192
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,132
1.0,0,4,4,1
1.0,0,2,2,1
1.0,1,2,4,15
1.0,1,5,1,99
1.0,0,2,2,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,3,5,1,140
1.0,2,5,5,193
1.0,0,5,5,1
1.0,0,1,1,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,1,5,194
1.0,3,2,5,155
1.0,1,3,1,195
1.0,1,5,4,8
1.0,1,5,3,5
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,196
1.0,0,2,2,1
1.0,1,5,4,114
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,112
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,197
1.0,2,5,5,173
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,136
1.0,0,4,4,1
1.0,0,1,1,1
1.0,0,2,2,1
1.0,0,5,5,1
1.0,1,1,2,39
1.0,1,5,1,198
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,94
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,3,4,2,66
1.0,1,5,4,199
1.0,1,5,3,25
1.0,2,5,5,200
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,68
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,3,5,25
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,1,5,2,10
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,120
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,3,2,3,143
1.0,1,5,2,201
1.0,1,5,4,15
1.0,2,2,2,181
1.0,2,5,5,142
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,2,2,1
1.0,1,2,3,143
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,3,4,1,141
1.0,1,5,4,202
1.0,1,5,3,103
1.0,2,4,4,122
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,3,3,5,86
1.0,3,2,1,85
1.0,3,4,1,86
1.0,3,3,5,15
1.0,0,4,4,1
1.0,0,4,4,1
1.0,3,4,1,114
1.0,1,4,2,110
1.0,3,4,2,5
1.0,0,4,4,1
1.0,3,2,4,114
1.0,3,2,1,114
1.0,1,3,1,121
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,1,4,10
1.0,1,4,1,135
1.0,3,5,4,70
1.0,3,5,4,127
1.0,3,2,1,90
1.0,3,4,3,143
1.0,3,4,1,143
1.0,3,3,1,107
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,1,3,15
1.0,1,4,2,151
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,2,2,1
1.0,3,5,3,85
1.0,0,5,5,1
1.0,3,2,1,107
1.0,0,5,5,1
1.0,3,4,1,82
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,1,4,155
1.0,3,2,3,156
1.0,1,3,5,164
1.0,1,5,1,156
1.0,2,3,3,165
1.0,2,5,5,165
1.0,0,5,5,1
1.0,0,3,3,1
1.0,3,5,2,35
1.0,3,5,1,117
1.0,0,2,2,1
1.0,0,5,5,1
1.0,1,1,3,20
1.0,1,3,5,66
1.0,1,5,2,170
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,163
1.0,3,4,5,167
1.0,1,5,2,82
1.0,3,5,2,127
1.0,1,5,4,35
1.0,3,4,2,127
1.0,0,2,2,1
1.0,0,2,2,1
1.0,1,1,2,111
1.0,2,2,2,184
1.0,0,2,2,1
1.0,1,5,4,185
1.0,3,5,2,99
1.0,3,5,2,39
1.0,1,5,3,70
1.0,3,5,4,40
1.0,1,5,3,147
1.0,3,5,4,76
1.0,1,5,2,66
1.0,3,5,4,192
1.0,3,5,1,99
1.0,1,5,1,140
1.0,3,5,2,85
1.0,3,5,2,33
1.0,3,5,1,133
1.0,3,4,2,151
1.0,1,2,3,156
1.0,3,5,2,170
1.0,3,5,2,117
1.0,3,5,1,162
1.0,3,4,1,133
1.0,3,2,4,103
1.0,1,2,5,155
1.0,3,3,1,195
1.0,3,3,5,8
1.0,3,3,1,99
1.0,3,5,1,90
1.0,3,2,3,114
1.0,3,4,1,103
1.0,3,4,2,82
1.0,3,3,5,164
1.0,3,5,1,135
1.0,3,2,3,155
1.0,3,2,4,15
1.0,3,3,5,25
1.0,3,4,1,146
1.0,3,4,2,141
1.0,3,5,3,5
1.0,3,5,4,114
1.0,3,5,2,10
1.0,3,5,3,25
1.0,3,4,1,107
1.0,3,4,1,99
1.0,3,4,1,150
1.0,3,2,3,14
1.0,3,5,2,86
1.0,3,2,1,156
1.0,3,5,1,156
1.0,3,4,1,167
1.0,3,4,1,110
1.0,3,4,2,90
1.0,3,3,5,157
1.0,3,5,4,8
1.0,3,5,4,197
1.0,3,5,1,198
1.0,3,5,4,199
1.0,3,4,1,140
1.0,3,4,2,20
1.0,3,4,1,117
1.0,3,5,4,135
1.0,3,5,4,15
1.0,3,5,3,103
1.0,3,3,1,149
1.0,3,3,5,66
1.0,3,5,2,201
1.0,3,5,4,202
1.0,3,1,2,33
1.0,3,1,3,8
1.0,3,1,2,8
1.0,3,1,2,5
1.0,3,1,3,14
1.0,3,1,5,14
1.0,3,1,5,33
1.0,3,1,5,8
1.0,3,1,4,33
1.0,3,1,4,14
1.0,3,1,4,8
1.0,3,1,2,14
1.0,3,1,4,5
1.0,3,1,5,15
1.0,3,1,2,10
1.0,3,1,3,25
1.0,3,1,5,5
1.0,3,1,3,5
1.0,3,1,3,70
1.0,3,1,4,70
1.0,3,1,4,124
1.0,3,1,2,15
1.0,3,1,4,127
1.0,3,1,4,10
1.0,3,1,2,62
1.0,3,1,2,66
1.0,3,1,3,69
1.0,3,1,4,72
1.0,3,1,3,147
1.0,3,1,3,36
1.0,3,1,4,25
1.0,3,1,3,15
1.0,3,1,2,151
1.0,3,1,2,20
1.0,3,1,3,111
1.0,3,1,4,111
1.0,3,1,3,155
1.0,3,1,2,35
1.0,3,1,4,155
1.0,3,1,5,166
1.0,3,1,3,20
1.0,3,1,5,10
1.0,3,1,4,62
1.0,3,1,2,111
1.0,3,1,2,127
1.0,3,1,5,194
1.0,3,1,2,39
