x1,x2,x3,x4,x5
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,4,6,268
1.0,1,6,3,268
1.0,2,6,6,400
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,4,6,69
1.0,1,6,3,69
1.0,2,6,6,403
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,4,6,66
1.0,1,6,3,66
1.0,2,6,6,399
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,4,6,262
1.0,1,6,3,262
1.0,2,6,6,397
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,100
1.0,2,5,5,309
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,185
1.0,2,5,5,302
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,301
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,3,2,210
1.0,1,4,6,70
1.0,1,6,3,70
1.0,2,3,3,207
1.0,2,6,6,404
1.0,0,3,3,1
1.0,0,3,3,1
1.0,1,2,6,14
1.0,0,2,2,1
1.0,1,2,6,8
1.0,1,2,5,204
1.0,1,6,4,8
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,84
1.0,1,2,5,83
1.0,0,5,5,1
1.0,0,6,6,1
1.0,1,6,5,276
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,163
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,1,4,5,410
1.0,1,5,6,212
1.0,1,6,4,410
1.0,2,4,4,415
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,216
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,412
1.0,0,5,5,1
1.0,0,6,6,1
1.0,1,6,5,420
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,325
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,1,5,6,204
1.0,1,6,5,410
1.0,2,5,5,214
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,159
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,1,2,4,124
1.0,2,2,2,338
1.0,2,5,5,389
1.0,0,6,6,1
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,2,4,416
1.0,1,2,5,410
1.0,2,2,2,417
1.0,2,4,4,398
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,418
1.0,0,3,3,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,1,3,5,204
1.0,1,6,5,81
1.0,1,6,4,204
1.0,2,5,5,230
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,84
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,3,5,410
1.0,1,4,3,424
1.0,2,3,3,398
1.0,2,4,4,425
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,2,3,303
1.0,1,4,6,431
1.0,1,6,2,303
1.0,2,2,2,332
1.0,2,4,4,228
1.0,2,6,6,406
1.0,0,6,6,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,295
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,217
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,6,6,1
1.0,1,4,6,321
1.0,1,6,2,8
1.0,2,4,4,445
1.0,0,6,6,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,6,6,1
1.0,1,4,6,429
1.0,1,4,6,212
1.0,1,6,2,203
1.0,2,4,4,430
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,226
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,6,6,1
1.0,1,4,6,358
1.0,1,6,2,5
1.0,2,4,4,359
1.0,0,6,6,1
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,2,3,420
1.0,1,5,4,94
1.0,1,5,3,436
1.0,1,6,2,420
1.0,2,2,2,439
1.0,2,3,3,449
1.0,2,5,5,404
1.0,2,6,6,217
1.0,0,6,6,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,440
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,390
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,440
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,6,6,1
1.0,1,4,6,436
1.0,1,6,2,70
1.0,2,4,4,438
1.0,0,6,6,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,6,6,1
1.0,2,4,4,443
1.0,0,6,6,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,4,4,428
1.0,2,6,6,298
1.0,0,6,6,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,216
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,3,6,322
1.0,1,6,5,185
1.0,2,3,3,323
1.0,2,6,6,455
1.0,0,6,6,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,3,6,185
1.0,1,6,5,212
1.0,1,6,5,321
1.0,2,5,5,298
1.0,2,6,6,460
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,412
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,3,6,328
1.0,1,6,5,127
1.0,2,3,3,452
1.0,2,6,6,340
1.0,0,6,6,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,1,3,6,431
1.0,1,6,5,303
1.0,2,3,3,228
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,3,6,459
1.0,1,3,6,212
1.0,1,6,5,170
1.0,2,3,3,457
1.0,2,6,6,413
1.0,0,6,6,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,216
1.0,0,2,2,1
1.0,0,2,2,1
1.0,1,2,6,459
1.0,1,2,6,212
1.0,2,2,2,472
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,471
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,406
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,470
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,474
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,2,4,5
1.0,1,2,5,479
1.0,1,3,6,480
1.0,1,3,2,440
1.0,1,4,6,13
1.0,1,4,3,85
1.0,1,5,4,330
1.0,2,2,2,481
1.0,2,3,3,482
1.0,2,4,4,17
1.0,2,6,6,477
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,483
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,484
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,104
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,71
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,2,4,23
1.0,1,3,2,21
1.0,1,5,4,92
1.0,1,5,3,362
1.0,1,6,2,210
1.0,2,2,2,16
1.0,2,4,4,69
1.0,2,5,5,392
1.0,2,6,6,499
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,500
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,479
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,501
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,103
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,506
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,6,6,1
1.0,1,4,6,529
1.0,2,4,4,300
1.0,0,6,6,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,525
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,1,4,6,152
1.0,1,5,4,282
1.0,2,5,5,274
1.0,0,6,6,1
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,6,6,1
1.0,1,4,6,322
1.0,0,6,6,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,455
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,528
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,6,5,291
1.0,1,6,4,276
1.0,2,6,6,540
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,89
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,6,5,541
1.0,1,6,4,155
1.0,2,6,6,538
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,225
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,6,5,100
1.0,1,6,4,111
1.0,2,6,6,309
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,34
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,6,5,131
1.0,1,6,4,35
1.0,2,6,6,453
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,63
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,2,4,446
1.0,1,3,2,535
1.0,1,5,3,459
1.0,2,2,2,537
1.0,2,3,3,536
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,2,4,545
1.0,1,3,2,546
1.0,1,5,4,544
1.0,1,6,3,410
1.0,2,2,2,547
1.0,2,3,3,418
1.0,2,4,4,548
1.0,2,5,5,228
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,475
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,3,2,279
1.0,1,6,5,88
1.0,1,6,3,278
1.0,2,3,3,280
1.0,2,6,6,549
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,41
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,452
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,1,6,5,310
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,190
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,1,2,4,256
1.0,1,6,3,211
1.0,2,2,2,344
1.0,0,6,6,1
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,277
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,216
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,1,6,5,282
1.0,2,5,5,415
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,320
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,3,5,353
1.0,1,5,2,264
1.0,2,5,5,558
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,225
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,439
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,444
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,3,5,365
1.0,2,3,3,292
1.0,2,5,5,555
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,6,5,92
1.0,1,6,4,76
1.0,2,6,6,444
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,9
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,1,6,5,531
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,359
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,1,6,5,566
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,292
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,6,5,546
1.0,2,6,6,401
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,557
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,1,6,5,568
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,317
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,6,5,579
1.0,1,6,2,15
1.0,2,6,6,263
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,341
1.0,0,5,5,1
1.0,0,6,6,1
1.0,1,6,2,155
1.0,0,6,6,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,6,5,581
1.0,1,6,2,25
1.0,2,6,6,469
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,337
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,6,5,580
1.0,1,6,2,236
1.0,2,4,4,257
1.0,2,5,5,122
1.0,2,6,6,334
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,73
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,1,1,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,1,6,33
1.0,1,2,1,204
1.0,1,5,5,5
1.0,1,6,2,33
1.0,2,2,2,206
1.0,0,2,2,1
1.0,0,1,1,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,1,6,83
1.0,1,6,1,212
1.0,2,3,3,206
1.0,2,4,4,206
1.0,2,5,5,206
1.0,2,6,6,206
1.0,0,6,6,1
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,5,5,1
1.0,1,1,2,33
1.0,1,2,4,204
1.0,1,4,1,204
1.0,0,1,1,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,1,3,8
1.0,1,2,5,212
1.0,1,3,6,210
1.0,1,5,2,83
1.0,1,6,1,210
1.0,1,6,6,5
1.0,2,3,3,205
1.0,2,4,4,205
1.0,2,5,5,205
1.0,2,6,6,215
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,216
1.0,0,2,2,1
1.0,0,4,4,1
1.0,1,1,4,8
1.0,1,2,3,211
1.0,1,3,1,210
1.0,1,4,4,5
1.0,0,2,2,1
1.0,0,1,1,1
1.0,1,1,5,14
1.0,1,4,1,211
1.0,1,1,4,14
1.0,1,3,1,211
1.0,1,4,2,33
1.0,1,4,1,210
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,1,2,14
1.0,1,5,1,211
1.0,0,2,2,1
1.0,1,2,1,210
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,1,6,8
1.0,2,6,6,18
1.0,0,1,1,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,1,5,5
1.0,1,3,5,210
1.0,1,5,1,209
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,1,1,2,8
1.0,2,3,3,215
1.0,1,3,6,8
1.0,1,1,3,5
1.0,1,2,1,209
1.0,1,1,3,14
1.0,1,2,1,211
1.0,1,1,5,8
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,215
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,1,2,83
1.0,1,5,1,212
1.0,2,5,5,226
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,1,210
1.0,2,5,5,215
1.0,1,1,2,5
1.0,1,1,4,33
1.0,1,5,1,204
1.0,0,3,3,1
1.0,0,3,3,1
1.0,1,3,1,209
1.0,0,3,3,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,3,5,15
1.0,1,3,5,5
1.0,1,6,1,204
1.0,2,5,5,46
1.0,0,5,5,1
1.0,0,1,1,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,1,1,3,25
1.0,1,2,1,231
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,232
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,233
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,18
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,235
1.0,0,1,1,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,1,5,15
1.0,1,3,1,236
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,1,2,3,25
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,3,4,15
1.0,1,3,4,5
1.0,1,4,2,14
1.0,2,4,4,49
1.0,0,4,4,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,3,6,15
1.0,1,3,6,5
1.0,2,6,6,49
1.0,0,6,6,1
1.0,1,1,5,33
1.0,0,5,5,1
1.0,1,3,5,236
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,3,4,229
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,3,4,236
1.0,2,4,4,238
1.0,0,4,4,1
1.0,0,3,3,1
1.0,1,1,6,5
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,3,6,236
1.0,1,6,1,211
1.0,2,6,6,238
1.0,0,6,6,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,1,1,4,5
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,238
1.0,0,5,5,1
1.0,1,1,5,83
1.0,1,2,1,212
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,46
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,21
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,205
1.0,0,5,5,1
1.0,0,6,6,1
1.0,1,3,6,14
1.0,0,6,6,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,3,6,211
1.0,1,6,1,209
1.0,0,6,6,1
1.0,0,6,6,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,4,1,209
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,1,1,6,14
1.0,0,3,3,1
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,1,4,2,20
1.0,2,2,2,65
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,73
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,241
1.0,1,3,2,33
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,2,2,63
1.0,2,4,4,219
1.0,0,2,2,1
1.0,0,1,1,1
1.0,0,2,2,1
1.0,1,1,2,20
1.0,1,4,1,240
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,3,3,1
1.0,1,3,1,204
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,34
1.0,0,6,6,1
1.0,0,1,1,1
1.0,1,1,3,111
1.0,1,4,1,243
1.0,0,1,1,1
1.0,0,2,2,1
1.0,1,1,4,70
1.0,1,2,1,245
1.0,1,5,2,211
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,246
1.0,0,2,2,1
1.0,1,4,2,240
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,220
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,2,4,245
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,2,2,1
1.0,1,1,3,70
1.0,0,2,2,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,4,1,245
1.0,2,4,4,247
1.0,0,4,4,1
1.0,1,1,3,15
1.0,1,4,1,236
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,1,1,3,33
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,2,33
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,129
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,6,4,127
1.0,2,6,6,128
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,129
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,3,4,10
1.0,1,3,4,209
1.0,1,4,2,62
1.0,2,2,2,248
1.0,2,4,4,249
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,1,1,2,15
1.0,2,2,2,122
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,3,4,124
1.0,2,3,3,250
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,1,1,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,1,2,62
1.0,1,4,1,251
1.0,2,4,4,252
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,1,1,3,20
1.0,0,2,2,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,70
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,253
1.0,0,6,6,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,254
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,120
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,255
1.0,0,2,2,1
1.0,0,1,1,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,1,4,127
1.0,1,6,1,256
1.0,2,6,6,257
1.0,0,6,6,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,1,1,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,1,1,4,124
1.0,1,3,1,258
1.0,2,3,3,59
1.0,0,3,3,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,137
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,138
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,260
1.0,0,2,2,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,254
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,1,256
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,1,4,2,66
1.0,1,4,3,25
1.0,2,2,2,49
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,4,2,151
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,239
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,1,3,4,72
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,1,1,1
1.0,0,3,3,1
1.0,1,1,4,72
1.0,1,3,1,264
1.0,0,3,3,1
1.0,0,1,1,1
1.0,1,1,3,36
1.0,1,4,1,265
1.0,1,4,6,15
1.0,0,2,2,1
1.0,1,4,2,262
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,233
1.0,1,4,5,15
1.0,0,4,4,1
1.0,1,2,3,245
1.0,1,3,4,25
1.0,0,4,4,1
1.0,0,1,1,1
1.0,1,1,2,10
1.0,1,4,1,229
1.0,0,4,4,1
1.0,1,1,6,15
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,3,6,209
